"[13101112726A]등급별","등급별","[13101112726B]도매시장별","도매시장별","[Item]항목","항목","단위","2016. 04 월","2016. 03 월","2016. 02 월","2016. 01 월","2015. 12 월","2015. 11 월","2015. 10 월","2015. 09 월","2015. 08 월","2015. 07 월","2015. 06 월","2015. 05 월","2015. 04 월","2015. 03 월","2015. 02 월","2015. 01 월","2014. 12 월","2014. 11 월","2014. 10 월","2014. 09 월","2014. 08 월","2014. 07 월","2014. 06 월","2014. 05 월","2014. 04 월","2014. 03 월","2014. 02 월","2014. 01 월","2013. 12 월","2013. 11 월","2013. 10 월","2013. 09 월","2013. 08 월","2013. 07 월","2013. 06 월","2013. 05 월","2013. 04 월","2013. 03 월","2013. 02 월","2013. 01 월","2012. 12 월","2012. 11 월","2012. 10 월","2012. 09 월","2012. 08 월","2012. 07 월","2012. 06 월","2012. 05 월","2012. 04 월","2012. 03 월","2012. 02 월","2012. 01 월","2011. 12 월","2011. 11 월","2011. 10 월","2011. 09 월","2011. 08 월","2011. 07 월","2011. 06 월","2011. 05 월","2011. 04 월","2011. 03 월","2011. 02 월","2011. 01 월",
"13102112726A.018","E(등외)","13102112726B.016","도드람","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1701","1823","1828","1796","1669","1847","1912","2034","1545","1668","2237","2942","2699","2789","2649","2620","2653","2702","3649","3655","3148","3779","3999","4120","4778","","","","","",
"13102112726A.018","E(등외)","13102112726B.017","익산","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","12","9","3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","7","0","0","0","0","0","0",
"13102112726A.018","E(등외)","13102112726B.017","익산","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2804","1953","1739","1435","","","","1530","","","","","","","","","","","","","2800","","2433","3642","","","","","","",
"13102112726A.018","E(등외)","13102112726B.018","농협음성","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1590","1496","1620","2298","1409","1845","1509","2089","1179","1594","1771","1758","1525","1511","1187","1470","1272","1085","1392","1147","998","953","992","1062","698","684","810","811","","0",
"13102112726A.018","E(등외)","13102112726B.018","농협음성","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1633","1654","1539","1254","1562","1633","1868","1792","1980","1898","1744","2011","2172","2323","2399","2270","2619","2751","2930","2773","2955","2670","2692","3284","3663","3655","3995","4466","","",
"13102112726A.019","1+","13102112726B.001","전체","13103112726T1[14STD04355]","두수[두]","두","24089","27941","27015","27650","34489","26916","29987","29156","20538","23873","23988","22055","25506","26761","25315","28345","32897","26807","29660","27506","27258","26710","22536","25898","30773","30133","27871","37256","37948","33039","40823","30965","23964","24141","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.019","1+","13102112726B.001","전체","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","4801","4616","4177","4675","4670","5013","4417","5029","5764","5915","5966","6119","5318","4936","4933","4831","5187","5672","4910","5173","5443","5383","6109","5173","4965","4938","4127","3695","4102","4142","3382","4166","4625","4359","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.019","1+","13102112726B.002","농협서울","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.019","1+","13102112726B.002","농협서울","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.019","1+","13102112726B.003","(주)협진","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.019","1+","13102112726B.003","(주)협진","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.019","1+","13102112726B.004","협신식품","13103112726T1[14STD04355]","두수[두]","두","2769","3193","2717","3443","4315","3433","3705","3790","2899","3130","3307","2957","3070","3050","3038","3713","4908","3818","4096","3483","3992","3777","2899","3313","3623","3967","2925","3723","3543","3884","4714","4070","3460","3147","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.019","1+","13102112726B.004","협신식품","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","5192","4981","4318","5057","5029","5358","4677","5288","6118","6421","6270","6501","5776","5604","5231","5057","5560","6114","5189","5624","5834","5798","6648","5623","5201","5306","4448","3990","4342","4358","3567","4492","4854","4670","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.019","1+","13102112726B.005","동원산업","13103112726T1[14STD04355]","두수[두]","두","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.019","1+","13102112726B.005","동원산업","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.019","1+","13102112726B.006","부경축공","13103112726T1[14STD04355]","두수[두]","두","3534","4062","4106","3982","4811","3567","4116","3906","2622","2995","3507","3471","3964","4455","4244","4302","4740","3822","4058","3870","2989","3515","3086","3661","4105","4432","3532","5144","4588","3853","5104","3808","3066","2649","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.019","1+","13102112726B.006","부경축공","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","5111","5028","4376","4667","5003","5146","4499","5852","6235","6439","6402","6458","5459","5029","4954","4715","5421","6013","4955","5762","5960","5830","6385","5397","5300","5085","4207","3997","4565","4380","4041","5029","5129","5048","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.019","1+","13102112726B.007","신흥산업","13103112726T1[14STD04355]","두수[두]","두","1092","1309","1399","1290","1921","1150","1927","2231","1191","1448","1199","1037","1096","1534","1209","1276","1355","1230","1444","1538","1717","1578","1108","1098","1557","1370","1195","1743","1927","1621","1893","1314","874","762","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.019","1+","13102112726B.007","신흥산업","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","4528","4347","3774","4296","4324","4644","3895","4354","5364","5392","5747","5841","5079","4454","4552","4438","4896","5472","4500","4788","5097","5021","5863","4866","4691","4657","3974","3441","3814","3854","3033","3799","4449","4265","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.019","1+","13102112726B.008","삼성식품","13103112726T1[14STD04355]","두수[두]","두","879","1080","1081","1138","1295","1064","1275","1048","801","1009","921","844","1113","1018","684","1068","1235","768","1018","1152","1223","1129","1024","1094","1394","941","991","1164","1412","1256","1668","1483","1290","1255","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.019","1+","13102112726B.008","삼성식품","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","5256","5045","4386","4988","5404","5463","4633","5709","6320","6618","6393","6587","5844","5614","5402","5222","5717","6150","5253","5434","5857","5848","6625","5706","5356","5343","4478","4132","4590","4556","3551","4584","4840","4587","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.019","1+","13102112726B.009","삼호축산","13103112726T1[14STD04355]","두수[두]","두","171","263","292","271","285","247","419","351","276","298","234","212","251","317","298","241","283","293","272","331","320","291","191","278","267","232","381","438","471","408","350","281","282","317","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.019","1+","13102112726B.009","삼호축산","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","4704","4384","3886","4319","4641","4837","4056","5040","5737","5936","5951","6060","5161","4768","4761","4522","5290","5726","4903","5320","5445","5496","6127","5112","4896","4926","3739","3533","4220","4091","3289","4440","4548","4221","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.019","1+","13102112726B.010","장원식품","13103112726T1[14STD04355]","두수[두]","두","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.019","1+","13102112726B.010","장원식품","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.019","1+","13102112726B.011","제주축협","13103112726T1[14STD04355]","두수[두]","두","4074","4548","4268","4714","4724","3579","3067","2391","2103","2784","3041","2981","4060","4031","3809","4301","3686","3090","2992","2328","2940","2819","3081","3316","4855","4559","4118","5263","5044","3604","2761","1611","1979","2672","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.019","1+","13102112726B.011","제주축협","13103112726T2[14STD05638]","경락가격[원/㎏]","원/㎏","5240","5137","5338","5994","5518","5661","6343","7069","6873","7025","6872","7040","5913","5883","6100","6013","6210","6268","6141","6167","5821","6014","6360","5594","5441","5432","4603","4485","4686","4644","4906","5458","5310","4784","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"13102112726A.019","1+","13102112726B.012","농협부천","13103112726T1[14STD04355]","두수[두]","두","502","816","682","925","983","765","798","866","785","968","1118","797","803","851","1377","1465","1447","1246","1406","1434","1224","1606","1130","1294","1447","1584","1326","1980","2215","2081","3163","2348","2156","2306","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
